piR-hsa-1282
piR-hsa-2876
piR-hsa-19121
piR-hsa-20300
piR-hsa-14589
piR-hsa-26493
piR-hsa-31146
piR-hsa-31053
piR-hsa-11959
piR-hsa-22242
piR-hsa-28527
piR-hsa-1460
piR-hsa-23103
piR-hsa-22954
piR-hsa-18422
piR-hsa-31320
piR-hsa-21554
piR-hsa-2804
piR-hsa-24118
piR-hsa-25212
piR-hsa-13753
piR-hsa-28094
piR-hsa-18574
piR-hsa-1721
piR-hsa-12179
piR-hsa-16423
piR-hsa-25312
piR-hsa-15681
piR-hsa-6764
piR-hsa-29053
piR-hsa-29310
piR-hsa-27835
piR-hsa-2350
piR-hsa-16429
piR-hsa-26946
piR-hsa-12297
piR-hsa-28648
piR-hsa-1077
piR-hsa-22112
piR-hsa-14359
piR-hsa-18202
piR-hsa-23253
piR-hsa-29737
piR-hsa-1041
piR-hsa-1541
piR-hsa-8993
piR-hsa-18501
piR-hsa-13406
piR-hsa-29485
piR-hsa-23322
piR-hsa-2694
piR-hsa-31832
piR-hsa-27407
piR-hsa-13300
piR-hsa-8613
piR-hsa-24412
piR-hsa-18145
piR-hsa-27148
piR-hsa-18843
piR-hsa-30142
piR-hsa-999
piR-hsa-17140
piR-hsa-1336
piR-hsa-29129
piR-hsa-18426
piR-hsa-28057
piR-hsa-29371
piR-hsa-27117
piR-hsa-1736
piR-hsa-30559
piR-hsa-2289
piR-hsa-14722
piR-hsa-7104
piR-hsa-23867
piR-hsa-15200
piR-hsa-11562
piR-hsa-3248
piR-hsa-20793
piR-hsa-29332
piR-hsa-3028
piR-hsa-9226
piR-hsa-3264
piR-hsa-24820
piR-hsa-28529
piR-hsa-31178
piR-hsa-12772
piR-hsa-8318
piR-hsa-11924
piR-hsa-3623
piR-hsa-9017
piR-hsa-21646
piR-hsa-29617
piR-hsa-10577
piR-hsa-18138
piR-hsa-26795
piR-hsa-16867
piR-hsa-24127
piR-hsa-13389
piR-hsa-21694
piR-hsa-7365
piR-hsa-17538
piR-hsa-18295
piR-hsa-30167
piR-hsa-181
piR-hsa-9788
piR-hsa-32052
piR-hsa-5773
piR-hsa-27729
piR-hsa-27730
piR-hsa-23555
piR-hsa-26940
piR-hsa-1847
piR-hsa-15022
piR-hsa-2155
piR-hsa-1848
piR-hsa-2154
piR-hsa-12275
piR-hsa-28205
piR-hsa-19574
piR-hsa-1219
piR-hsa-11080
piR-hsa-3645
piR-hsa-7116
piR-hsa-26754
piR-hsa-20616
piR-hsa-15700
piR-hsa-11256
piR-hsa-5370
piR-hsa-28875
piR-hsa-23216
piR-hsa-27490
piR-hsa-30978
piR-hsa-252
piR-hsa-260
piR-hsa-275
piR-hsa-332
piR-hsa-368
piR-hsa-152
piR-hsa-391
piR-hsa-496
piR-hsa-568
piR-hsa-178
piR-hsa-617
piR-hsa-692
piR-hsa-753
piR-hsa-761
piR-hsa-825
piR-hsa-829
piR-hsa-860
piR-hsa-863
piR-hsa-906
piR-hsa-943
piR-hsa-951
piR-hsa-977
piR-hsa-1004
piR-hsa-1095
piR-hsa-1098
piR-hsa-1275
piR-hsa-1289
piR-hsa-1319
piR-hsa-1444
piR-hsa-1480
piR-hsa-1481
piR-hsa-1484
piR-hsa-1495
piR-hsa-1507
piR-hsa-1520
piR-hsa-1527
piR-hsa-1565
piR-hsa-1601
piR-hsa-1615
piR-hsa-1625
piR-hsa-1646
piR-hsa-1652
piR-hsa-1662
piR-hsa-1708
piR-hsa-1725
piR-hsa-1739
piR-hsa-1740
piR-hsa-1748
piR-hsa-1753
piR-hsa-1770
piR-hsa-1784
piR-hsa-1809
piR-hsa-1817
piR-hsa-1915
piR-hsa-1925
piR-hsa-1985
piR-hsa-2013
piR-hsa-2027
piR-hsa-2058
piR-hsa-2071
piR-hsa-2095
piR-hsa-2210
piR-hsa-2599
piR-hsa-2612
piR-hsa-2621
piR-hsa-2670
piR-hsa-2688
piR-hsa-2790
piR-hsa-2818
piR-hsa-2970
piR-hsa-3031
piR-hsa-3115
piR-hsa-3125
piR-hsa-2859
piR-hsa-2860
piR-hsa-3176
piR-hsa-3184
piR-hsa-3391
piR-hsa-3425
piR-hsa-3430
piR-hsa-3489
piR-hsa-3519
piR-hsa-3586
piR-hsa-3587
piR-hsa-3651
piR-hsa-3689
piR-hsa-3712
piR-hsa-3720
piR-hsa-3725
piR-hsa-3752
piR-hsa-3753
piR-hsa-3821
piR-hsa-3845
piR-hsa-3859
piR-hsa-3860
piR-hsa-3903
piR-hsa-3925
piR-hsa-3959
piR-hsa-4013
piR-hsa-4052
piR-hsa-4114
piR-hsa-4135
piR-hsa-4140
piR-hsa-4161
piR-hsa-4190
piR-hsa-4280
piR-hsa-4356
piR-hsa-4445
piR-hsa-4467
piR-hsa-4626
piR-hsa-4642
piR-hsa-4652
piR-hsa-4658
piR-hsa-4715
piR-hsa-4746
piR-hsa-4789
piR-hsa-4835
piR-hsa-4996
piR-hsa-5067
piR-hsa-5127
piR-hsa-5133
piR-hsa-5135
piR-hsa-5161
piR-hsa-5179
piR-hsa-4860
piR-hsa-5185
piR-hsa-5270
piR-hsa-5341
piR-hsa-5394
piR-hsa-5397
piR-hsa-5398
piR-hsa-5400
piR-hsa-4882
piR-hsa-5447
piR-hsa-5471
piR-hsa-5482
piR-hsa-5528
piR-hsa-5585
piR-hsa-5603
piR-hsa-5633
piR-hsa-4892
piR-hsa-5652
piR-hsa-5673
piR-hsa-5676
piR-hsa-5689
piR-hsa-5705
piR-hsa-5710
piR-hsa-5724
piR-hsa-5726
piR-hsa-5727
piR-hsa-5729
piR-hsa-5752
piR-hsa-5764
piR-hsa-5811
piR-hsa-5964
piR-hsa-6092
piR-hsa-6098
piR-hsa-6101
piR-hsa-6130
piR-hsa-6157
piR-hsa-6165
piR-hsa-6257
piR-hsa-6264
piR-hsa-6339
piR-hsa-6373
piR-hsa-6384
piR-hsa-6394
piR-hsa-6427
piR-hsa-6490
piR-hsa-6572
piR-hsa-6589
piR-hsa-4918
piR-hsa-6624
piR-hsa-6640
piR-hsa-6676
piR-hsa-6716
piR-hsa-6726
piR-hsa-6991
piR-hsa-7031
piR-hsa-7063
piR-hsa-7071
piR-hsa-7102
piR-hsa-7105
piR-hsa-7164
piR-hsa-7215
piR-hsa-7219
piR-hsa-17
piR-hsa-7291
piR-hsa-7295
piR-hsa-7299
piR-hsa-7394
piR-hsa-7404
piR-hsa-7415
piR-hsa-6869
piR-hsa-7435
piR-hsa-7547
piR-hsa-7620
piR-hsa-7653
piR-hsa-7714
piR-hsa-7771
piR-hsa-7788
piR-hsa-7800
piR-hsa-7866
piR-hsa-6924
piR-hsa-7968
piR-hsa-8046
piR-hsa-8069
piR-hsa-8173
piR-hsa-8273
piR-hsa-8297
piR-hsa-8388
piR-hsa-8419
piR-hsa-8454
piR-hsa-8509
piR-hsa-8540
piR-hsa-8585
piR-hsa-8729
piR-hsa-8837
piR-hsa-6944
piR-hsa-8848
piR-hsa-8870
piR-hsa-8903
piR-hsa-8919
piR-hsa-9100
piR-hsa-9268
piR-hsa-9274
piR-hsa-9289
piR-hsa-9402
piR-hsa-9416
piR-hsa-9471
piR-hsa-9499
piR-hsa-9529
piR-hsa-9531
piR-hsa-9130
piR-hsa-9869
piR-hsa-9927
piR-hsa-9936
piR-hsa-9943
piR-hsa-9993
piR-hsa-10033
piR-hsa-10037
piR-hsa-10165
piR-hsa-10254
piR-hsa-10265
piR-hsa-10348
piR-hsa-10351
piR-hsa-10507
piR-hsa-10574
piR-hsa-10586
piR-hsa-10630
piR-hsa-10656
piR-hsa-10682
piR-hsa-10688
piR-hsa-10691
piR-hsa-10736
piR-hsa-10819
piR-hsa-10834
piR-hsa-10863
piR-hsa-10887
piR-hsa-10891
piR-hsa-10910
piR-hsa-10918
piR-hsa-10995
piR-hsa-11007
piR-hsa-11024
piR-hsa-11027
piR-hsa-11076
piR-hsa-11259
piR-hsa-11270
piR-hsa-11359
piR-hsa-11364
piR-hsa-11382
piR-hsa-11413
piR-hsa-11120
piR-hsa-11121
piR-hsa-11513
piR-hsa-11523
piR-hsa-11573
piR-hsa-11667
piR-hsa-11720
piR-hsa-11765
piR-hsa-11768
piR-hsa-11778
piR-hsa-11780
piR-hsa-11805
piR-hsa-11819
piR-hsa-11867
piR-hsa-11148
piR-hsa-11899
piR-hsa-12030
piR-hsa-12053
piR-hsa-12094
piR-hsa-12107
piR-hsa-12157
piR-hsa-12210
piR-hsa-12220
piR-hsa-12231
piR-hsa-12337
piR-hsa-12346
piR-hsa-12398
piR-hsa-12399
piR-hsa-12445
piR-hsa-12448
piR-hsa-12484
piR-hsa-12533
piR-hsa-12541
piR-hsa-12543
piR-hsa-12566
piR-hsa-12630
piR-hsa-12725
piR-hsa-12735
piR-hsa-12760
piR-hsa-12830
piR-hsa-12954
piR-hsa-12955
piR-hsa-13002
piR-hsa-13013
piR-hsa-13020
piR-hsa-13100
piR-hsa-13113
piR-hsa-13139
piR-hsa-13150
piR-hsa-13180
piR-hsa-13208
piR-hsa-13224
piR-hsa-13227
piR-hsa-13245
piR-hsa-13254
piR-hsa-13318
piR-hsa-13345
piR-hsa-13374
piR-hsa-13413
piR-hsa-12855
piR-hsa-13493
piR-hsa-13503
piR-hsa-13561
piR-hsa-13585
piR-hsa-13601
piR-hsa-13609
piR-hsa-13639
piR-hsa-13640
piR-hsa-13709
piR-hsa-13724
piR-hsa-13740
piR-hsa-13771
piR-hsa-13791
piR-hsa-13840
piR-hsa-13877
piR-hsa-13893
piR-hsa-12906
piR-hsa-13994
piR-hsa-13996
piR-hsa-14013
piR-hsa-14122
piR-hsa-14129
piR-hsa-14239
piR-hsa-14350
piR-hsa-12941
piR-hsa-14449
piR-hsa-14562
piR-hsa-14599
piR-hsa-14785
piR-hsa-14800
piR-hsa-14832
piR-hsa-14860
piR-hsa-14861
piR-hsa-14942
piR-hsa-14952
piR-hsa-14955
piR-hsa-14963
piR-hsa-15004
piR-hsa-15025
piR-hsa-15045
piR-hsa-15056
piR-hsa-15058
piR-hsa-15110
piR-hsa-15141
piR-hsa-15189
piR-hsa-15192
piR-hsa-15195
piR-hsa-15320
piR-hsa-15359
piR-hsa-15393
piR-hsa-15404
piR-hsa-15405
piR-hsa-15408
piR-hsa-15466
piR-hsa-15523
piR-hsa-15527
piR-hsa-15558
piR-hsa-15679
piR-hsa-15696
piR-hsa-15762
piR-hsa-15955
piR-hsa-15980
piR-hsa-16028
piR-hsa-16135
piR-hsa-14680
piR-hsa-16150
piR-hsa-16156
piR-hsa-16158
piR-hsa-16166
piR-hsa-16230
piR-hsa-16315
piR-hsa-16351
piR-hsa-16390
piR-hsa-16756
piR-hsa-16788
piR-hsa-16863
piR-hsa-16887
piR-hsa-16940
piR-hsa-16620
piR-hsa-16965
piR-hsa-17035
piR-hsa-17084
piR-hsa-17106
piR-hsa-17153
piR-hsa-17286
piR-hsa-17313
piR-hsa-17375
piR-hsa-17400
piR-hsa-17423
piR-hsa-17460
piR-hsa-17522
piR-hsa-17570
piR-hsa-17582
piR-hsa-17641
piR-hsa-17784
piR-hsa-17923
piR-hsa-17942
piR-hsa-17946
piR-hsa-17948
piR-hsa-17988
piR-hsa-18041
piR-hsa-18286
piR-hsa-18338
piR-hsa-18360
piR-hsa-18391
piR-hsa-18404
piR-hsa-18459
piR-hsa-18496
piR-hsa-18544
piR-hsa-18563
piR-hsa-18719
piR-hsa-21
piR-hsa-18762
piR-hsa-18794
piR-hsa-18801
piR-hsa-18881
piR-hsa-18883
piR-hsa-18907
piR-hsa-18977
piR-hsa-18999
piR-hsa-19045
piR-hsa-19081
piR-hsa-19092
piR-hsa-19103
piR-hsa-19113
piR-hsa-19146
piR-hsa-19158
piR-hsa-19254
piR-hsa-19266
piR-hsa-19288
piR-hsa-19311
piR-hsa-19340
piR-hsa-19456
piR-hsa-19467
piR-hsa-19502
piR-hsa-19546
piR-hsa-19688
piR-hsa-19804
piR-hsa-19865
piR-hsa-19871
piR-hsa-19881
piR-hsa-19885
piR-hsa-20061
piR-hsa-20100
piR-hsa-20137
piR-hsa-20166
piR-hsa-20242
piR-hsa-20281
piR-hsa-20282
piR-hsa-20283
piR-hsa-20284
piR-hsa-20294
piR-hsa-20399
piR-hsa-20480
piR-hsa-20549
piR-hsa-20567
piR-hsa-20620
piR-hsa-20664
piR-hsa-20694
piR-hsa-20986
piR-hsa-20998
piR-hsa-20999
piR-hsa-21001
piR-hsa-21034
piR-hsa-21045
piR-hsa-21047
piR-hsa-21087
piR-hsa-21092
piR-hsa-21196
piR-hsa-21303
piR-hsa-21343
piR-hsa-21373
piR-hsa-20885
piR-hsa-20894
piR-hsa-21480
piR-hsa-21593
piR-hsa-21616
piR-hsa-21626
piR-hsa-21670
piR-hsa-21713
piR-hsa-21718
piR-hsa-21752
piR-hsa-21766
piR-hsa-21768
piR-hsa-21786
piR-hsa-21861
piR-hsa-21896
piR-hsa-21937
piR-hsa-21953
piR-hsa-22021
piR-hsa-22108
piR-hsa-22194
piR-hsa-22415
piR-hsa-22436
piR-hsa-22460
piR-hsa-22526
piR-hsa-22531
piR-hsa-22537
piR-hsa-22562
piR-hsa-23153
piR-hsa-23184
piR-hsa-23191
piR-hsa-23194
piR-hsa-23201
piR-hsa-23202
piR-hsa-23211
piR-hsa-23214
piR-hsa-23217
piR-hsa-23221
piR-hsa-23225
piR-hsa-23227
piR-hsa-23234
piR-hsa-23235
piR-hsa-23255
piR-hsa-23345
piR-hsa-23362
piR-hsa-23392
piR-hsa-23396
piR-hsa-23408
piR-hsa-22884
piR-hsa-23519
piR-hsa-23589
piR-hsa-23617
piR-hsa-23626
piR-hsa-23649
piR-hsa-22900
piR-hsa-23781
piR-hsa-23811
piR-hsa-23826
piR-hsa-23869
piR-hsa-23900
piR-hsa-23940
piR-hsa-23951
piR-hsa-23965
piR-hsa-23978
piR-hsa-24004
piR-hsa-24075
piR-hsa-24087
piR-hsa-24212
piR-hsa-24297
piR-hsa-24300
piR-hsa-24319
piR-hsa-24334
piR-hsa-24344
piR-hsa-24366
piR-hsa-24383
piR-hsa-24392
piR-hsa-24398
piR-hsa-24418
piR-hsa-24492
piR-hsa-24522
piR-hsa-24566
piR-hsa-24602
piR-hsa-24613
piR-hsa-24805
piR-hsa-24845
piR-hsa-25025
piR-hsa-25030
piR-hsa-25089
piR-hsa-25109
piR-hsa-25202
piR-hsa-25255
piR-hsa-25431
piR-hsa-25478
piR-hsa-25510
piR-hsa-25541
piR-hsa-25551
piR-hsa-25556
piR-hsa-25710
piR-hsa-25714
piR-hsa-25716
piR-hsa-25838
piR-hsa-26175
piR-hsa-26208
piR-hsa-26209
piR-hsa-26215
piR-hsa-26261
piR-hsa-26278
piR-hsa-26333
piR-hsa-26381
piR-hsa-26384
piR-hsa-26426
piR-hsa-26434
piR-hsa-26515
piR-hsa-26554
piR-hsa-26562
piR-hsa-26626
piR-hsa-26631
piR-hsa-26637
piR-hsa-26675
piR-hsa-26747
piR-hsa-26749
piR-hsa-26759
piR-hsa-26796
piR-hsa-26813
piR-hsa-26860
piR-hsa-26864
piR-hsa-26868
piR-hsa-26898
piR-hsa-26906
piR-hsa-26909
piR-hsa-26912
piR-hsa-26923
piR-hsa-26962
piR-hsa-26992
piR-hsa-27047
piR-hsa-27093
piR-hsa-27244
piR-hsa-27257
piR-hsa-27305
piR-hsa-27312
piR-hsa-27362
piR-hsa-27389
piR-hsa-27397
piR-hsa-27410
piR-hsa-27114
piR-hsa-27123
piR-hsa-27489
piR-hsa-27505
piR-hsa-27515
piR-hsa-27527
piR-hsa-27610
piR-hsa-27632
piR-hsa-27656
piR-hsa-27662
piR-hsa-27698
piR-hsa-27703
piR-hsa-27709
piR-hsa-27716
piR-hsa-27719
piR-hsa-27723
piR-hsa-27773
piR-hsa-27785
piR-hsa-27820
piR-hsa-27848
piR-hsa-27895
piR-hsa-27910
piR-hsa-27934
piR-hsa-27947
piR-hsa-27958
piR-hsa-28015
piR-hsa-28072
piR-hsa-28088
piR-hsa-28100
piR-hsa-27173
piR-hsa-28132
piR-hsa-28209
piR-hsa-28244
piR-hsa-28266
piR-hsa-28267
piR-hsa-28275
piR-hsa-28317
piR-hsa-28323
piR-hsa-28326
piR-hsa-28333
piR-hsa-28370
piR-hsa-28413
piR-hsa-28414
piR-hsa-28450
piR-hsa-28511
piR-hsa-28514
piR-hsa-28515
piR-hsa-28624
piR-hsa-28632
piR-hsa-28689
piR-hsa-28690
piR-hsa-28768
piR-hsa-28821
piR-hsa-28878
piR-hsa-28955
piR-hsa-28999
piR-hsa-29037
piR-hsa-29061
piR-hsa-29220
piR-hsa-29237
piR-hsa-29276
piR-hsa-29451
piR-hsa-29538
piR-hsa-29575
piR-hsa-29578
piR-hsa-29604
piR-hsa-29689
piR-hsa-29765
piR-hsa-29848
piR-hsa-29851
piR-hsa-29872
piR-hsa-29889
piR-hsa-30000
piR-hsa-30162
piR-hsa-30198
piR-hsa-30255
piR-hsa-30284
piR-hsa-30318
piR-hsa-30319
piR-hsa-30332
piR-hsa-30375
piR-hsa-30426
piR-hsa-30525
piR-hsa-30566
piR-hsa-30635
piR-hsa-30657
piR-hsa-30774
piR-hsa-30831
piR-hsa-30977
piR-hsa-31006
piR-hsa-31094
piR-hsa-31131
piR-hsa-31144
piR-hsa-31157
piR-hsa-31172
piR-hsa-31231
piR-hsa-31273
piR-hsa-31282
piR-hsa-31440
piR-hsa-31445
piR-hsa-31624
piR-hsa-31658
piR-hsa-31729
piR-hsa-31740
piR-hsa-31742
piR-hsa-31765
piR-hsa-31822
piR-hsa-30919
piR-hsa-31939
piR-hsa-31973
piR-hsa-31998
piR-hsa-32001
piR-hsa-32024
piR-hsa-32037
piR-hsa-32047
piR-hsa-32067
piR-hsa-32148
piR-hsa-261
piR-hsa-291
piR-hsa-321
piR-hsa-331
piR-hsa-353
piR-hsa-369
piR-hsa-149
piR-hsa-459
piR-hsa-464
piR-hsa-531
piR-hsa-559
piR-hsa-598
piR-hsa-191
piR-hsa-635
piR-hsa-650
piR-hsa-660
piR-hsa-681
piR-hsa-783
piR-hsa-785
piR-hsa-877
piR-hsa-898
piR-hsa-915
piR-hsa-930
piR-hsa-933
piR-hsa-945
piR-hsa-1014
piR-hsa-1030
piR-hsa-1078
piR-hsa-212
piR-hsa-1088
piR-hsa-1118
piR-hsa-1133
piR-hsa-1149
piR-hsa-1216
piR-hsa-1258
piR-hsa-1270
piR-hsa-1306
piR-hsa-1314
piR-hsa-232
piR-hsa-1321
piR-hsa-1440
piR-hsa-1442
piR-hsa-1455
piR-hsa-1472
piR-hsa-1477
piR-hsa-1478
piR-hsa-1479
piR-hsa-1569
piR-hsa-1588
piR-hsa-1617
piR-hsa-1335
piR-hsa-1341
piR-hsa-1669
piR-hsa-1701
piR-hsa-1797
piR-hsa-1861
piR-hsa-1870
piR-hsa-1871
piR-hsa-1351
piR-hsa-1907
piR-hsa-1933
piR-hsa-1978
piR-hsa-2026
piR-hsa-2097
piR-hsa-2099
piR-hsa-2140
piR-hsa-2157
piR-hsa-2188
piR-hsa-2230
piR-hsa-2245
piR-hsa-2286
piR-hsa-2318
piR-hsa-2327
piR-hsa-2337
piR-hsa-2465
piR-hsa-2547
piR-hsa-1427
piR-hsa-2638
piR-hsa-2805
piR-hsa-2807
piR-hsa-2814
piR-hsa-2816
piR-hsa-2820
piR-hsa-3027
piR-hsa-3060
piR-hsa-3103
piR-hsa-3147
piR-hsa-3161
piR-hsa-102
piR-hsa-3163
piR-hsa-3165
piR-hsa-3166
piR-hsa-3185
piR-hsa-3310
piR-hsa-3327
piR-hsa-3336
piR-hsa-3410
piR-hsa-3614
piR-hsa-3642
piR-hsa-3643
piR-hsa-3673
piR-hsa-3690
piR-hsa-3693
piR-hsa-3697
piR-hsa-3704
piR-hsa-3708
piR-hsa-3751
piR-hsa-3828
piR-hsa-3851
piR-hsa-3866
piR-hsa-2893
piR-hsa-3908
piR-hsa-3932
piR-hsa-3942
piR-hsa-3945
piR-hsa-3947
piR-hsa-3964
piR-hsa-4110
piR-hsa-4113
piR-hsa-4196
piR-hsa-4269
piR-hsa-4271
piR-hsa-4272
piR-hsa-4273
piR-hsa-4328
piR-hsa-4340
piR-hsa-4371
piR-hsa-4405
piR-hsa-4431
piR-hsa-4529
piR-hsa-4559
piR-hsa-4569
piR-hsa-4713
piR-hsa-4809
piR-hsa-4816
piR-hsa-4961
piR-hsa-5019
piR-hsa-5080
piR-hsa-5106
piR-hsa-5202
piR-hsa-5203
piR-hsa-5247
piR-hsa-5331
piR-hsa-5334
piR-hsa-5350
piR-hsa-5403
piR-hsa-5438
piR-hsa-5459
piR-hsa-5551
piR-hsa-5552
piR-hsa-5619
piR-hsa-5666
piR-hsa-5769
piR-hsa-5859
piR-hsa-5898
piR-hsa-5957
piR-hsa-5995
piR-hsa-6003
piR-hsa-6022
piR-hsa-6023
piR-hsa-6031
piR-hsa-6036
piR-hsa-6039
piR-hsa-6078
piR-hsa-6186
piR-hsa-6231
piR-hsa-6287
piR-hsa-6337
piR-hsa-6346
piR-hsa-6389
piR-hsa-6393
piR-hsa-6416
piR-hsa-6511
piR-hsa-6531
piR-hsa-4923
piR-hsa-6631
piR-hsa-6635
piR-hsa-6705
piR-hsa-6708
piR-hsa-6712
piR-hsa-6959
piR-hsa-7032
piR-hsa-7123
piR-hsa-7127
piR-hsa-7128
piR-hsa-7153
piR-hsa-7217
piR-hsa-7261
piR-hsa-7268
piR-hsa-7325
piR-hsa-7429
piR-hsa-7444
piR-hsa-7500
piR-hsa-7589
piR-hsa-7632
piR-hsa-7728
piR-hsa-7770
piR-hsa-7779
piR-hsa-7984
piR-hsa-8000
piR-hsa-8032
piR-hsa-8086
piR-hsa-8104
piR-hsa-8108
piR-hsa-8138
piR-hsa-8252
piR-hsa-8309
piR-hsa-6936
piR-hsa-6937
piR-hsa-8452
piR-hsa-8473
piR-hsa-8588
piR-hsa-8598
piR-hsa-8605
piR-hsa-8619
piR-hsa-8676
piR-hsa-8858
piR-hsa-8875
piR-hsa-8944
piR-hsa-8970
piR-hsa-8974
piR-hsa-8975
piR-hsa-9007
piR-hsa-9063
piR-hsa-9070
piR-hsa-9256
piR-hsa-9258
piR-hsa-9260
piR-hsa-9339
piR-hsa-9425
piR-hsa-9502
piR-hsa-9135
piR-hsa-9664
piR-hsa-9675
piR-hsa-9694
piR-hsa-9796
piR-hsa-9821
piR-hsa-9870
piR-hsa-9873
piR-hsa-9878
piR-hsa-9909
piR-hsa-9915
piR-hsa-10047
piR-hsa-10065
piR-hsa-10190
piR-hsa-10307
piR-hsa-10323
piR-hsa-10344
piR-hsa-10382
piR-hsa-10423
piR-hsa-10424
piR-hsa-10425
piR-hsa-10437
piR-hsa-10458
piR-hsa-10504
piR-hsa-10523
piR-hsa-10524
piR-hsa-10549
piR-hsa-10550
piR-hsa-10560
piR-hsa-10561
piR-hsa-10567
piR-hsa-10568
piR-hsa-9180
piR-hsa-9186
piR-hsa-9187
piR-hsa-10640
piR-hsa-10644
piR-hsa-10652
piR-hsa-10664
piR-hsa-10666
piR-hsa-10700
piR-hsa-10724
piR-hsa-10728
piR-hsa-10732
piR-hsa-10826
piR-hsa-10868
piR-hsa-10889
piR-hsa-10969
piR-hsa-10975
piR-hsa-11036
piR-hsa-11064
piR-hsa-11065
piR-hsa-11074
piR-hsa-11077
piR-hsa-11089
piR-hsa-11091
piR-hsa-11092
piR-hsa-11245
piR-hsa-11299
piR-hsa-11306
piR-hsa-11337
piR-hsa-11356
piR-hsa-11383
